name	team	birthday	age	club_name	club_country_code	caps	height	weight	position	matches	minutes	goals	assists	pa	pc	pc_perc	on_target	off_target	blocked	against_woodwork	fouls	suffered	yellow	red	longer_club_name	lat	lng	uefa_club_name	uefa_11_12	uefa_12_13	uefa_13_14	uefa_14_15	uefa_15_16	uefa_pts
Shane Ferguson	Northern Ireland	12/07/1991	24	Millwall	ENG	26	176	65	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Millwall FC	51.49767	-0.020534	None	None	None	None	None	None	None
Gary Cahill	England	19/12/1985	30	Chelsea	ENG	46	193	86	Defender	4	None	None	None	None	None	None	1	3	1	0	2	3	1	0	Chelsea FC	51.480877998000494	-0.18943975099955424	Chelsea FC	33.050	30.285	28.357	23.714	23.714	23.714
Wes Hoolahan	Republic of Ireland	20/05/1982	34	Norwich	ENG	32	168	71	Midfield	4	181	1	1	None	None	None	2	0	0	0	3	5	0	0	Norwich City FC	52.62272549999999	1.2983397260004494	None	None	None	None	None	None	None
Péter Gulácsi	Hungary	06/05/1990	26	Leipzig	GER	3	190	83	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	RB Leipzig	51.3396955	12.3730747	None	None	None	None	None	None	None
Josef Šural	Czech Republic	30/05/1990	26	Sparta Praha	CZE	14	184	81	Midfield	3	None	None	None	None	None	None	0	0	0	0	2	1	1	0	AC Sparta Praha	50.09863665500046	14.413708396000459	AC Sparta Praha	2.550	9.700	2.100	7.775	7.775	7.775
Daniel Sturridge	England	01/09/1989	26	Liverpool	ENG	20	188	76	Forward	3	210	1	0	None	None	None	3	3	4	0	2	1	1	0	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Birkir Sævarsson	Iceland	11/11/1984	31	Hammarby	SWE	59	187	81	Defender	4	None	None	None	None	None	None	0	1	0	0	5	3	1	0	Hammarby IF	60.545951	16.5699828	None	None	None	None	None	None	None
Stephen Quinn	Republic of Ireland	01/04/1986	30	Reading	ENG	15	168	60	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Reading FC	51.4375166	-0.9158363	None	None	None	None	None	None	None
Federico Bernardeschi	Italy	16/02/1994	22	Fiorentina	ITA	4	183	75	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	ACF Fiorentina	42.96402994300047	10.536040042000423	ACF Fiorentina	2.271	2.883	17.833	23.800	23.800	23.800
John O'Shea	Republic of Ireland	30/04/1981	35	Sunderland	ENG	112	191	75	Defender	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Sunderland AFC	54.913871593000465	-1.3857190399995716	None	None	None	None	None	None	None
William Carvalho	Portugal	07/04/1992	24	Sporting CP	POR	21	187	83	Midfield	3	None	None	None	None	None	None	1	0	0	0	6	1	1	0	Sporting Clube de Portugal	38.76196914700046	-9.162147531999608	Sporting Clube de Portugal	22.366	6.350	1.983	11.816	11.816	11.816
Miroslav Stoch	Slovakia	19/10/1989	26	Bursaspor	TUR	55	169	66	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Bursaspor	40.21297788800047	29.157478066000465	Bursaspor	2.520	3.540	2.340	1.700	1.700	1.700
Lorik Cana	Albania	27/07/1983	32	Nantes	FRA	92	186	77	Midfield	2	None	None	None	None	None	None	1	0	0	0	2	1	2	1	FC Nantes	47.218371	-1.5533587199995509	None	None	None	None	None	None	None
Mario Mandžukić	Croatia	21/05/1986	30	Juventus	ITA	67	190	85	Forward	3	None	None	None	None	None	None	4	3	2	0	4	2	0	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Shkëlzen Gashi	Albania	15/07/1988	27	Colorado	USA	14	182	75	Forward	1	None	None	None	None	None	None	1	0	0	0	1	0	0	0	Colorado Rapids	39.8056867	-104.8918117	None	None	None	None	None	None	None
César Azpilicueta	Spain	28/08/1989	26	Chelsea	ENG	16	178	75	Defender	1	None	None	None	None	None	None	0	0	0	0	1	0	0	0	Chelsea FC	51.480877998000494	-0.18943975099955424	Chelsea FC	33.050	30.285	28.357	23.714	23.714	23.714
David Vaughan	Wales	18/02/1983	33	Nottm Forest	ENG	42	171	70	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Nottingham Forest FC	53.0756752	0.033259992000409966	None	None	None	None	None	None	None
Tamás Kádár	Hungary	14/03/1990	26	Lech	POL	31	188	79	Defender	3	None	None	None	None	None	None	0	1	1	0	8	4	2	0	KKS Lech Poznań	52.4031363	16.8659869	KKS Lech Poznań	1.325	1.500	1.625	1.950	1.950	1.950
Roman Shirokov	Russia	06/07/1981	34	CSKA Moskva	RUS	56	183	80	Midfield	3	None	None	None	None	None	None	0	0	0	0	1	1	0	0	PFC CSKA Moskva	57.44911719900051	37.6173	PFC CSKA Moskva	17.950	3.450	8.083	9.933	9.933	9.933
Aleksandar Dragović	Austria	06/03/1991	25	Dynamo Kyiv	UKR	48	184	76	Defender	2	None	None	None	None	None	None	0	1	0	1	4	0	2	1	FC Dynamo Kyiv	50.32	30.564428	FC Dynamo Kyiv	7.550	10.900	9.566	18.000	18.000	18.000
Olexandr Kucher	Ukraine	22/10/1982	33	Shakhtar Donetsk	UKR	51	184	77	Defender	1	None	None	None	None	None	None	0	0	0	0	3	0	1	0	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Keiren Westwood	Republic of Ireland	23/10/1984	31	Sheff. Wednesday	ENG	17	187	92	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Sheffield Wednesday FC	53.4158749	-1.5077223	None	None	None	None	None	None	None
Fraser Forster	England	17/03/1988	28	Southampton	ENG	6	201	73	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Southampton FC	50.909970039000484	-1.4042779489995496	Southampton FC	3.050	3.285	3.357	2.714	2.714	2.714
Balázs Dzsudzsák	Hungary	23/12/1986	29	Bursaspor	TUR	79	179	72	Forward	4	360	2	0	None	None	None	6	2	4	0	1	6	1	0	Bursaspor	40.21297788800047	29.157478066000465	Bursaspor	2.520	3.540	2.340	1.700	1.700	1.700
Dmitri Torbinski	Russia	28/04/1984	32	Krasnodar	RUS	30	172	60	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Krasnodar	45.03926740000001	38.97485574200044	FC Krasnodar	1.950	1.950	2.083	6.933	6.933	6.933
Yaroslav Rakitskiy	Ukraine	03/08/1989	26	Shakhtar Donetsk	UKR	42	180	70	Defender	2	None	None	None	None	None	None	2	0	0	0	2	0	0	0	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Steliano Filip	Romania	15/05/1994	22	Dinamo Bucureşti	ROU	5	177	73	Defender	1	None	None	None	None	None	None	0	0	0	0	2	0	0	0	FC Dinamo Bucureşti	44.45301913500049	26.1037697	FC Dinamo Bucureşti	2.366	2.860	1.375	1.025	1.025	1.025
André Gomes	Portugal	30/07/1993	22	Valencia	ESP	10	188	84	Midfield	4	None	None	None	None	None	None	2	1	3	0	5	3	0	0	Valencia CF	39.4699075	-0.37738807299956534	Valencia CF	25.171	22.542	26.600	4.042	4.042	4.042
Ross Barkley	England	05/12/1993	22	Everton	ENG	22	189	76	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Everton FC	53.4294901340005	-2.966368	Everton FC	3.050	3.285	3.357	16.714	16.714	16.714
Anthony Lopes	Portugal	01/10/1990	25	Lyon	FRA	4	184	81	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Olympique Lyonnais	45.76961580300048	4.9767765	Olympique Lyonnais	19.100	14.350	16.700	3.683	3.683	3.683
Yevhen Seleznyov	Ukraine	20/07/1985	30	Shakhtar Donetsk	UKR	52	188	85	Forward	2	None	None	None	None	None	None	1	1	0	0	2	1	1	0	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Simone Zaza	Italy	25/06/1991	24	Juventus	ITA	12	186	83	Forward	2	None	None	None	None	None	None	0	1	0	0	9	1	1	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Sławomir Peszko	Poland	19/02/1985	31	Lechia	POL	39	173	70	Midfield	3	None	None	None	None	None	None	0	0	0	0	3	2	1	0	Lechia Gdańsk	54.3904704	18.6371333	None	None	None	None	None	None	None
Igor Akinfeev	Russia	08/04/1986	30	CSKA Moskva	RUS	89	186	82	Goalkeeper	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	PFC CSKA Moskva	57.44911719900051	37.6173	PFC CSKA Moskva	17.950	3.450	8.083	9.933	9.933	9.933
Vlad Chiricheş	Romania	14/11/1989	26	Napoli	ITA	44	184	75	Defender	3	None	None	None	None	None	None	0	0	1	0	0	2	1	0	SSC Napoli	40.85405189999999	14.2681244	SSC Napoli	21.271	8.883	18.833	25.800	25.800	25.800
Leonardo Bonucci	Italy	01/05/1987	29	Juventus	ITA	59	190	86	Defender	4	None	None	None	None	None	None	0	0	0	0	5	4	1	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Simon Mignolet	Belgium	06/08/1988	27	Liverpool	ENG	17	193	87	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Nuri Şahin	Turkey	05/09/1988	27	Dortmund	GER	50	179	65	Midfield	1	None	None	None	None	None	None	0	0	0	0	3	0	0	0	Borussia Dortmund	51.51493997500046	7.465996422000444	Borussia Dortmund	10.050	33.585	24.942	21.171	21.171	21.171
Emil Forsberg	Sweden	23/10/1991	24	Leipzig	GER	19	179	78	Midfield	3	None	None	None	None	None	None	0	1	1	0	2	3	0	0	RB Leipzig	51.3396955	12.3730747	None	None	None	None	None	None	None
Ivan Strinić	Croatia	17/07/1987	28	Napoli	ITA	37	186	78	Defender	3	None	None	None	None	None	None	0	1	0	0	3	3	1	0	SSC Napoli	40.85405189999999	14.2681244	SSC Napoli	21.271	8.883	18.833	25.800	25.800	25.800
Ludwig Augustinsson	Sweden	21/04/1994	22	København	DEN	3	181	74	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC København	55.6760968	12.5683371	FC København	4.620	6.660	7.760	3.580	3.580	3.580
İsmail Köybaşı	Turkey	10/07/1989	26	Beşiktaş	TUR	20	177	75	Defender	1	None	None	None	None	None	None	0	0	0	0	1	1	1	0	Beşiktaş JK	41.04540851900049	29.005740195000442	Beşiktaş JK	11.020	2.040	1.340	12.200	12.200	12.200
Igor Smolnikov	Russia	08/08/1988	27	Zenit	RUS	17	178	70	Defender	3	None	None	None	None	None	None	0	0	1	0	3	4	0	0	FC Zenit	60.00394350000001	30.398305957000446	FC Zenit	19.950	14.950	18.083	18.933	18.933	18.933
Filip Starzyński	Poland	27/05/1991	25	Zagłębie	POL	4	184	72	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	KGHM Zagłębie Lubin	51.41478786300047	16.19621622100044	None	None	None	None	None	None	None
Granit Xhaka	Switzerland	27/09/1992	23	Mönchengladbach	GER	46	185	82	Midfield	4	None	None	None	None	None	None	0	1	3	0	6	5	1	0	VfL Borussia Mönchengladbach	51.185389219000456	6.4428041	VfL Borussia Mönchengladbach	3.050	12.585	2.942	12.171	12.171	12.171
Fedor Smolov	Russia	09/02/1990	26	Krasnodar	RUS	17	187	80	Forward	3	None	None	None	None	None	None	1	5	2	0	2	2	0	0	FC Krasnodar	45.03926740000001	38.97485574200044	FC Krasnodar	1.950	1.950	2.083	6.933	6.933	6.933
Harun Tekin	Turkey	17/06/1989	27	Bursaspor	TUR	0	187	78	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Bursaspor	40.21297788800047	29.157478066000465	Bursaspor	2.520	3.540	2.340	1.700	1.700	1.700
Jón Dadi Bödvarsson	Iceland	25/05/1992	24	Kaiserslautern	GER	23	190	85	Forward	4	319	1	1	None	None	None	1	3	0	0	4	2	0	0	1. FC Kaiserslautern	49.44299983500048	7.771609302000456	None	None	None	None	None	None	None
Julian Draxler	Germany	20/09/1993	22	Wolfsburg	GER	21	187	72	Midfield	3	221	1	1	None	None	None	2	3	3	0	4	3	0	0	VfL Wolfsburg	52.42451626200051	10.7865461	VfL Wolfsburg	3.050	3.585	2.942	19.171	19.171	19.171
Bernd Leno	Germany	04/03/1992	24	Leverkusen	GER	1	190	83	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Bayer 04 Leverkusen	51.03319008200049	6.984318665000444	Bayer 04 Leverkusen	19.050	12.585	18.942	21.171	21.171	21.171
Zoltán Stieber	Hungary	16/10/1988	27	Nürnberg	GER	14	175	67	Midfield	3	83	1	0	None	None	None	1	0	0	0	3	1	0	0	1. FC Nürnberg	49.45434000400047	11.07675	None	None	None	None	None	None	None
Andrei Prepeliţă	Romania	08/12/1985	30	Ludogorets	BUL	12	178	79	Midfield	2	None	None	None	None	None	None	0	0	0	0	5	4	1	0	PFC Ludogorets Razgrad	43.8149115	27.1378769	PFC Ludogorets Razgrad	0.300	1.150	15.125	7.850	7.850	7.850
Roman Bürki	Switzerland	14/11/1990	25	Dortmund	GER	5	187	85	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Borussia Dortmund	51.51493997500046	7.465996422000444	Borussia Dortmund	10.050	33.585	24.942	21.171	21.171	21.171
Mesut Özil	Germany	15/10/1988	27	Arsenal	ENG	76	180	76	Midfield	4	None	None	None	None	None	None	4	6	0	0	3	5	1	0	Arsenal FC	51.5540370060005	-0.105505	Arsenal FC	22.050	21.285	21.357	22.714	22.714	22.714
Emir Kujovic	Sweden	22/06/1988	28	Norrköping	SWE	2	194	87	Forward	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	IFK Norrköping	58.58882975400047	16.192421	None	None	None	None	None	None	None
Guilherme	Russia	12/12/1985	30	Lokomotiv Moskva	RUS	2	197	78	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Lokomotiv Moskva	55.800076	37.739931	FC Lokomotiv Moskva	11.950	1.950	2.083	3.433	3.433	3.433
Jamie Vardy	England	11/01/1987	29	Leicester	ENG	10	178	76	Forward	3	165	1	0	None	None	None	2	2	0	0	5	3	0	0	Leicester City FC	52.63859826400051	-1.131687637999562	None	None	None	None	None	None	None
Wojciech Szczęsny	Poland	18/04/1990	26	Roma	ITA	27	196	84	Goalkeeper	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	AS Roma	41.8971715	12.4728221	AS Roma	3.771	2.883	2.833	15.800	15.800	15.800
Emre Mor	Turkey	24/07/1997	18	Nordsjælland	DEN	4	168	63	Forward	2	None	None	None	None	None	None	0	1	1	0	None	None	None	None	FC Nordsjælland	55.81684623300049	12.3511693	FC Nordsjælland	2.120	5.660	2.260	0.580	0.580	0.580
Marco Parolo	Italy	25/01/1985	31	Lazio	ITA	22	184	75	Midfield	3	None	None	None	None	None	None	0	2	1	1	6	4	0	0	SS Lazio	41.92843716100049	12.4851941	SS Lazio	9.271	20.883	12.833	3.800	3.800	3.800
Kyle Walker	England	28/05/1990	26	Tottenham	ENG	18	178	70	Defender	3	None	None	None	None	None	None	0	0	1	0	2	4	0	0	Tottenham Hotspur FC	51.603726097000504	-0.06783299999999999	Tottenham Hotspur FC	10.050	19.285	18.357	11.714	11.714	11.714
Paul Pogba	France	15/03/1993	23	Juventus	ITA	34	191	84	Midfield	4	None	None	None	None	None	None	4	3	3	1	6	4	0	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Andrea Barzagli	Italy	08/05/1981	35	Juventus	ITA	58	187	87	Defender	4	None	None	None	None	None	None	0	0	0	0	3	3	1	0	Torino Juventus	45.1089928	7.638763099999998	Juventus	2.271	25.883	25.833	32.800	32.800	32.800
Chris Gunter	Wales	21/07/1989	26	Reading	ENG	70	180	71	Defender	4	None	None	None	None	None	None	0	0	0	0	2	7	0	0	Reading FC	51.4375166	-0.9158363	None	None	None	None	None	None	None
Shane Long	Republic of Ireland	22/01/1987	29	Southampton	ENG	65	180	81	Forward	4	None	None	None	None	None	None	0	1	0	0	11	8	2	0	Southampton FC	50.909970039000484	-1.4042779489995496	Southampton FC	3.050	3.285	3.357	2.714	2.714	2.714
Olivier Giroud	France	30/09/1986	29	Arsenal	ENG	51	192	88	Forward	3	240	1	1	None	None	None	2	7	0	1	5	2	1	0	Arsenal FC	51.5540370060005	-0.105505	Arsenal FC	22.050	21.285	21.357	22.714	22.714	22.714
Harry Kane	England	28/07/1993	22	Tottenham	ENG	15	188	65	Forward	4	None	None	None	None	None	None	4	6	4	0	2	5	0	0	Tottenham Hotspur FC	51.603726097000504	-0.06783299999999999	Tottenham Hotspur FC	10.050	19.285	18.357	11.714	11.714	11.714
Sokol Çikalleshi	Albania	27/07/1990	25	İstanbul Başakşehir	TUR	19	185	79	Forward	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	İstanbul Başakşehir	41.083333	28.816667	İstanbul Başakşehir	1.020	2.040	1.340	1.200	1.200	1.200
Adrien Silva	Portugal	15/03/1989	27	Sporting CP	POR	9	175	69	Midfield	1	None	None	None	None	None	None	0	0	0	0	5	1	0	0	Sporting Clube de Portugal	38.76196914700046	-9.162147531999608	Sporting Clube de Portugal	22.366	6.350	1.983	11.816	11.816	11.816
Ricardo Rodríguez	Switzerland	25/08/1992	23	Wolfsburg	GER	40	181	77	Defender	4	None	None	None	None	None	None	3	1	5	0	4	5	0	0	VfL Wolfsburg	52.42451626200051	10.7865461	VfL Wolfsburg	3.050	3.585	2.942	19.171	19.171	19.171
Kári Árnason	Iceland	13/10/1982	33	Malmö	SWE	49	190	79	Midfield	4	None	None	None	None	None	None	0	2	0	0	3	2	1	0	Malmö FF	55.60586895500052	13.003822	Malmö FF	2.580	1.025	1.640	6.780	6.780	6.780
Sergio Rico	Spain	01/09/1993	22	Sevilla	ESP	1	195	90	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Sevilla FC	37.3890924	-5.976128752999557	Sevilla FC	5.671	3.542	26.600	32.042	32.042	32.042
Mihai Pintilii	Romania	09/11/1984	31	Steaua	ROU	34	180	78	Midfield	2	None	None	None	None	None	None	0	1	1	0	5	1	0	0	FC Steaua Bucureşti	44.42120380000001	24.3843233	FC Steaua Bucureşti	6.866	13.360	8.375	6.025	6.025	6.025
Ruslan Rotan	Ukraine	29/10/1981	34	Dnipro	UKR	89	174	67	Midfield	1	None	None	None	None	None	None	1	0	0	0	4	0	1	0	FC Dnipro Dnipropetrovsk	48.464717	35.13318629400044	FC Dnipro Dnipropetrovsk	3.050	12.900	11.566	21.000	21.000	21.000
Hjörtur Hermannsson	Iceland	08/02/1995	21	Göteborg	SWE	3	189	81	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	IFK Göteborg	57.70887	11.968220093000468	IFK Göteborg	0.580	1.025	1.140	1.780	1.780	1.780
Antonio Candreva	Italy	28/02/1987	29	Lazio	ITA	40	180	70	Midfield	2	None	None	None	None	None	None	2	0	1	0	None	None	None	None	SS Lazio	41.92843716100049	12.4851941	SS Lazio	9.271	20.883	12.833	3.800	3.800	3.800
Ivan Rakitić	Croatia	10/03/1988	28	Barcelona	ESP	78	184	78	Midfield	4	380	1	0	None	None	None	2	6	1	1	7	9	0	0	FC Barcelona	41.3813544	2.1203177860004416	FC Barcelona	34.171	27.542	28.600	38.042	38.042	38.042
Morgan Schneiderlin	France	08/11/1989	26	Man. United	ENG	15	180	75	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
Adam Lallana	England	10/05/1988	28	Liverpool	ENG	26	172	73	Midfield	3	None	None	None	None	None	None	2	3	2	0	4	2	0	0	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Burim Kukeli	Albania	16/01/1984	32	Zürich	SUI	17	180	72	Midfield	2	None	None	None	None	None	None	0	0	0	0	4	1	2	0	FC Zürich	47.37706998200048	8.541694	FC Zürich	5.200	1.675	2.440	6.380	6.380	6.380
Theodor Gebre Selassie	Czech Republic	24/12/1986	29	Bremen	GER	37	181	71	Defender	1	None	None	None	None	None	None	0	0	1	0	2	1	0	0	SV Werder Bremen	53.07929619999999	8.807768356000452	None	None	None	None	None	None	None
Christophe Jallet	France	31/10/1983	32	Lyon	FRA	11	178	70	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Olympique Lyonnais	45.76961580300048	4.9767765	Olympique Lyonnais	19.100	14.350	16.700	3.683	3.683	3.683
Laurent Koscielny	France	10/09/1985	30	Arsenal	ENG	32	186	75	Defender	4	None	None	None	None	None	None	0	2	1	0	1	5	1	0	Arsenal FC	51.5540370060005	-0.105505	Arsenal FC	22.050	21.285	21.357	22.714	22.714	22.714
Tomáš Vaclík	Czech Republic	29/03/1989	27	Basel	SUI	6	188	85	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	FC Basel 1893	47.5595986	7.5885761	FC Basel 1893	20.200	17.675	20.440	16.380	16.380	16.380
Marko Rog	Croatia	19/07/1995	20	Dinamo Zagreb	CRO	4	180	73	Midfield	1	None	None	None	None	None	None	0	0	1	0	3	1	1	0	GNK Dinamo Zagreb	45.82139720800046	16.047697900000458	GNK Dinamo Zagreb	4.750	5.875	2.875	5.375	5.375	5.375
Robbie Keane	Republic of Ireland	08/07/1980	35	LA Galaxy	USA	144	175	72	Forward	2	None	None	None	None	None	None	0	0	0	0	None	None	None	None	LA Galaxy	33.862718396000446	-118.2639643	None	None	None	None	None	None	None
Erkan Zengin	Sweden	05/08/1985	30	Trabzonspor	TUR	20	180	72	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Trabzonspor AŞ	40.90798119999999	39.8281768	Trabzonspor AŞ	11.020	3.540	11.340	8.200	8.200	8.200
Tom Heaton	England	15/04/1986	30	Burnley	ENG	1	188	85	Goalkeeper	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Burnley FC	53.78874339999999	-2.2328754	None	None	None	None	None	None	None
Vyacheslav Shevchuk	Ukraine	13/05/1979	37	Shakhtar Donetsk	UKR	55	184	78	Defender	2	None	None	None	None	None	None	0	3	0	0	2	0	0	0	FC Shakhtar Donetsk	47.971263	37.80285	FC Shakhtar Donetsk	9.550	18.900	12.566	19.000	19.000	19.000
Oleg Shatov	Russia	29/07/1990	25	Zenit	RUS	25	173	73	Midfield	2	None	None	None	None	None	None	0	1	1	0	3	3	0	0	FC Zenit	60.00394350000001	30.398305957000446	FC Zenit	19.950	14.950	18.083	18.933	18.933	18.933
Julian Baumgartlinger	Austria	02/01/1988	28	Mainz	GER	47	183	82	Midfield	3	None	None	None	None	None	None	1	1	0	0	3	8	0	0	1. FSV Mainz 05	49.9935994	8.2472526	1. FSV Mainz 05	4.050	3.585	2.942	4.171	4.171	4.171
Bekim Balaj	Albania	11/01/1991	25	Rijeka	CRO	16	188	80	Forward	1	None	None	None	None	None	None	0	0	0	0	2	2	0	0	HNK Rijeka	45.3270631	14.447160033000443	HNK Rijeka	0.750	0.875	4.875	6.375	6.375	6.375
Steve von Bergen	Switzerland	10/06/1983	33	Young Boys	SUI	50	182	79	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	BSC Young Boys	46.96086	7.46505	BSC Young Boys	2.700	8.675	1.440	9.380	9.380	9.380
Anthony Martial	France	05/12/1995	20	Man. United	ENG	11	181	76	Forward	2	None	None	None	None	None	None	1	0	2	0	1	1	0	0	Manchester United FC	53.4630484	-2.2951326	Manchester United FC	16.050	21.285	26.357	2.714	2.714	2.714
André Schürrle	Germany	06/11/1990	25	Wolfsburg	GER	55	184	74	Midfield	3	None	None	None	None	None	None	0	1	1	0	None	None	None	None	VfL Wolfsburg	52.42451626200051	10.7865461	VfL Wolfsburg	3.050	3.585	2.942	19.171	19.171	19.171
Pontus Wernbloom	Sweden	25/06/1986	29	CSKA Moskva	RUS	50	187	85	Midfield	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	PFC CSKA Moskva	57.44911719900051	37.6173	PFC CSKA Moskva	17.950	3.450	8.083	9.933	9.933	9.933
Volkan Babacan	Turkey	11/08/1988	27	İstanbul Başakşehir	TUR	20	192	86	Goalkeeper	3	None	None	None	None	None	None	0	0	0	0	None	None	None	None	İstanbul Başakşehir	41.083333	28.816667	İstanbul Başakşehir	1.020	2.040	1.340	1.200	1.200	1.200
Emil Hallfredsson	Iceland	29/06/1984	31	Udinese	ITA	55	185	83	Midfield	1	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Udinese Calcio	46.08149662800048	13.201389975000438	Udinese Calcio	14.271	5.883	4.333	3.800	3.800	3.800
Krzysztof Mączyński	Poland	23/05/1987	29	Wisła	POL	18	175	66	Midfield	3	None	None	None	None	None	None	0	3	3	0	5	2	1	0	Wisła Kraków	50.43713890000001	23.40691878800044	Wisła Kraków	9.325	0.500	0.625	0.950	0.950	0.950
Martin Škrtel	Slovakia	15/12/1984	31	Liverpool	ENG	84	193	81	Defender	4	None	None	None	None	None	None	0	0	0	0	4	4	2	0	Liverpool FC	53.41057676100047	-2.9779368059995477	Liverpool FC	3.050	12.285	3.357	12.714	12.714	12.714
Mehmet Topal	Turkey	03/03/1986	30	Fenerbahçe	TUR	62	187	82	Midfield	3	None	None	None	None	None	None	0	0	0	0	1	3	0	0	Fenerbahçe SK	40.97428620000001	29.0430833	Fenerbahçe SK	1.020	24.040	1.340	1.200	1.200	1.200
Raheem Sterling	England	08/12/1994	21	Man. City	ENG	25	170	69	Midfield	3	None	None	None	None	None	None	0	1	1	0	4	6	0	0	Manchester City FC	53.4807593	-2.272817876999568	Manchester City FC	20.050	10.285	22.357	17.714	17.714	17.714
Volkan Şen	Turkey	07/07/1987	28	Fenerbahçe	TUR	19	175	68	Midfield	2	None	None	None	None	None	None	0	0	1	0	4	1	1	0	Fenerbahçe SK	40.97428620000001	29.0430833	Fenerbahçe SK	1.020	24.040	1.340	1.200	1.200	1.200
Johan Djourou	Switzerland	18/01/1987	29	Hamburg	GER	63	191	87	Defender	4	None	None	None	None	None	None	1	1	1	0	3	0	1	0	Hamburger SV	53.5884432	9.9044926	None	None	None	None	None	None	None
Jonathan Tah	Germany	11/02/1996	20	Leverkusen	GER	1	-	-	Defender	0	None	None	None	None	None	None	0	0	0	0	None	None	None	None	Bayer 04 Leverkusen	51.03319008200049	6.984318665000444	Bayer 04 Leverkusen	19.050	12.585	18.942	21.171	21.171	21.171
Jon Walters	Republic of Ireland	20/09/1983	32	Stoke	ENG	39	183	79	Forward	2	None	None	None	None	None	None	0	1	0	0	1	2	0	0	Stoke City FC	53.004145827000514	-2.179404	Stoke City FC	11.050	3.285	3.357	2.714	2.714	2.714
Haris Seferović	Switzerland	22/02/1992	24	Frankfurt	GER	33	185	85	Forward	4	None	None	None	None	None	None	5	3	1	1	2	2	0	0	Eintracht Frankfurt	50.115519157000506	8.684168824000437	Eintracht Frankfurt	3.050	3.585	14.942	3.171	3.171	3.171
